status,function,function_new,Month,APP,Month in Dates,Months for Analysis,Term
Open,iGTe,iGTe,November 2019,0.0,2019-11-01,NOV,19.20
Total,Total,Total,November 2019,617.0,2019-11-01,NOV,19.20
Total,Total,Total,November 2019,186.0,2019-11-01,NOV,19.20
Accepted,Total,Total,November 2019,119.0,2019-11-01,NOV,19.20
Total,Total,Total,November 2019,67.0,2019-11-01,NOV,19.20
Total,Total,Total,November 2019,18.0,2019-11-01,NOV,19.20
Realized,Total,Total,November 2019,0.0,2019-11-01,NOV,19.20
Total,Total,Total,November 2019,30.0,2019-11-01,NOV,19.20
Total,Total,Total,November 2019,18.0,2019-11-01,NOV,19.20
Realized,Old iGT,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Realized,Old iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Realized,iGTa,iGTa,January 2022,5.0,2022-01-01,JAN,21.22
Realized,iGV,iGV,January 2022,31.0,2022-01-01,JAN,21.22
Realized,iGTe,iGTe,January 2022,0.0,2022-01-01,JAN,21.22
Realized,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Approved,Old iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Finished,iGTa,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,iGV,iGV,January 2022,9.0,2022-01-01,JAN,21.22
Finished,iGTe,iGTe,January 2022,0.0,2022-01-01,JAN,21.22
Realized,oGTe,oGTe,January 2022,1.0,2022-01-01,JAN,21.22
Realized,oGTa,oGTa,January 2022,1.0,2022-01-01,JAN,21.22
Realized,oGV,oGV,January 2022,2.0,2022-01-01,JAN,21.22
Realized,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Realized,Old oGT,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Realized,Old oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Approved,Old oGT,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Approved,Old oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Approved,oGV,oGV,January 2022,1.0,2022-01-01,JAN,21.22
Approved,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Completed,Old iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Applied,Old oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Completed,iGTa,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Completed,iGTe,iGTe,January 2022,0.0,2022-01-01,JAN,21.22
Completed,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Approved,oGTe,oGTe,January 2022,2.0,2022-01-01,JAN,21.22
Completed,iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Completed,oGV,oGV,January 2022,1.0,2022-01-01,JAN,21.22
Approved,oGTa,oGTa,January 2022,2.0,2022-01-01,JAN,21.22
Completed,oGTa,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Completed,oGTe,oGTe,January 2022,0.0,2022-01-01,JAN,21.22
Completed,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Completed,Old iGT,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Completed,Old oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Completed,Old oGT,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Applied,iGTa,iGTa,January 2022,126.0,2022-01-01,JAN,21.22
Applied,iGTe,iGTe,January 2022,15.0,2022-01-01,JAN,21.22
Finished,Old iGT,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,Old iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Approved,Old iGT,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Applied,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Approved,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Applied,iGV,iGV,January 2022,282.0,2022-01-01,JAN,21.22
Approved,iGV,iGV,January 2022,33.0,2022-01-01,JAN,21.22
Applied,Old iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Approved,iGTe,iGTe,January 2022,1.0,2022-01-01,JAN,21.22
Applied,Old iGT,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Approved,iGTa,iGTa,January 2022,9.0,2022-01-01,JAN,21.22
Remote Realized,oGTe,oGTe,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,oGTa,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,iGTe,iGTe,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,Old oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,iGTa,iGTa,January 2022,1.0,2022-01-01,JAN,21.22
Remote Realized,iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Finished,oGTe,oGTe,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,Old oGT,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,oGTa,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,oGV,oGV,January 2022,1.0,2022-01-01,JAN,21.22
Remote Realized,oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Finished,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,Old iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Applied,Old oGT,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,Old oGT,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Finished,Old oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Applied,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Remote Realized,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Applied,oGV,oGV,January 2022,12.0,2022-01-01,JAN,21.22
Applied,oGTa,oGTa,January 2022,36.0,2022-01-01,JAN,21.22
Remote Realized,Old iGT,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Applied,oGTe,oGTe,January 2022,11.0,2022-01-01,JAN,21.22
Open,oGV,oGV,January 2022,0.0,2022-01-01,JAN,21.22
Open,oGT Old,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Open,oGE,oGTa,January 2022,0.0,2022-01-01,JAN,21.22
Open,oGV,oGV,January 2022,71.0,2022-01-01,JAN,21.22
Open,oGTa,oGTa,January 2022,58.0,2022-01-01,JAN,21.22
Open,oGTe,oGTe,January 2022,20.0,2022-01-01,JAN,21.22
Open,iGV,iGV,January 2022,0.0,2022-01-01,JAN,21.22
Open,iGT Old,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Open,iGE,iGTa,January 2022,0.0,2022-01-01,JAN,21.22
Open,iGV,iGV,January 2022,1.0,2022-01-01,JAN,21.22
Open,iGTa,iGTa,January 2022,4.0,2022-01-01,JAN,21.22
Open,iGTe,iGTe,January 2022,0.0,2022-01-01,JAN,21.22
Total,Total,Total,January 2022,482.0,2022-01-01,JAN,21.22
Total,Total,Total,January 2022,150.0,2022-01-01,JAN,21.22
Accepted,Total,Total,January 2022,105.0,2022-01-01,JAN,21.22
Total,Total,Total,January 2022,48.0,2022-01-01,JAN,21.22
Total,Total,Total,January 2022,40.0,2022-01-01,JAN,21.22
Realized,Total,Total,January 2022,1.0,2022-01-01,JAN,21.22
Total,Total,Total,January 2022,10.0,2022-01-01,JAN,21.22
Total,Total,Total,January 2022,1.0,2022-01-01,JAN,21.22
Realized,Old iGT,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Realized,Old iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Realized,iGTa,iGTa,February 2022,1.0,2022-02-01,FEB,22.23
Realized,iGV,iGV,February 2022,51.0,2022-02-01,FEB,22.23
Realized,iGTe,iGTe,February 2022,1.0,2022-02-01,FEB,22.23
Realized,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Approved,Old iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Finished,iGTa,iGTa,February 2022,2.0,2022-02-01,FEB,22.23
Finished,iGV,iGV,February 2022,30.0,2022-02-01,FEB,22.23
Finished,iGTe,iGTe,February 2022,0.0,2022-02-01,FEB,22.23
Realized,oGTe,oGTe,February 2022,2.0,2022-02-01,FEB,22.23
Realized,oGTa,oGTa,February 2022,2.0,2022-02-01,FEB,22.23
Realized,oGV,oGV,February 2022,2.0,2022-02-01,FEB,22.23
Realized,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Realized,Old oGT,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Realized,Old oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Approved,Old oGT,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Approved,Old oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Approved,oGV,oGV,February 2022,1.0,2022-02-01,FEB,22.23
Approved,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Completed,Old iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Applied,Old oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Completed,iGTa,iGTa,February 2022,2.0,2022-02-01,FEB,22.23
Completed,iGTe,iGTe,February 2022,0.0,2022-02-01,FEB,22.23
Completed,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Approved,oGTe,oGTe,February 2022,1.0,2022-02-01,FEB,22.23
Completed,iGV,iGV,February 2022,9.0,2022-02-01,FEB,22.23
Completed,oGV,oGV,February 2022,2.0,2022-02-01,FEB,22.23
Approved,oGTa,oGTa,February 2022,2.0,2022-02-01,FEB,22.23
Completed,oGTa,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Completed,oGTe,oGTe,February 2022,0.0,2022-02-01,FEB,22.23
Completed,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Completed,Old iGT,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Completed,Old oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Completed,Old oGT,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Finished,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Applied,iGTa,iGTa,February 2022,90.0,2022-02-01,FEB,22.23
Applied,iGTe,iGTe,February 2022,3.0,2022-02-01,FEB,22.23
Finished,Old iGT,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Finished,Old iGV,iGV,February 2022,1.0,2022-02-01,FEB,22.23
Approved,Old iGT,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Applied,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Approved,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Applied,iGV,iGV,February 2022,221.0,2022-02-01,FEB,22.23
Approved,iGV,iGV,February 2022,17.0,2022-02-01,FEB,22.23
Applied,Old iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Approved,iGTe,iGTe,February 2022,0.0,2022-02-01,FEB,22.23
Applied,Old iGT,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Approved,iGTa,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,oGTe,oGTe,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,oGTa,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,iGTe,iGTe,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,Old oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,iGTa,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Finished,oGTe,oGTe,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,Old oGT,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Finished,oGTa,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Finished,oGV,oGV,February 2022,2.0,2022-02-01,FEB,22.23
Remote Realized,oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Finished,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,Old iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Applied,Old oGT,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Finished,Old oGT,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Finished,Old oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Applied,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Remote Realized,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Applied,oGV,oGV,February 2022,10.0,2022-02-01,FEB,22.23
Applied,oGTa,oGTa,February 2022,34.0,2022-02-01,FEB,22.23
Remote Realized,Old iGT,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Applied,oGTe,oGTe,February 2022,8.0,2022-02-01,FEB,22.23
Open,oGV,oGV,February 2022,0.0,2022-02-01,FEB,22.23
Open,oGT Old,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Open,oGE,oGTa,February 2022,0.0,2022-02-01,FEB,22.23
Open,oGV,oGV,February 2022,149.0,2022-02-01,FEB,22.23
Open,oGTa,oGTa,February 2022,59.0,2022-02-01,FEB,22.23
Open,oGTe,oGTe,February 2022,17.0,2022-02-01,FEB,22.23
Open,iGV,iGV,February 2022,0.0,2022-02-01,FEB,22.23
Open,iGT Old,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Open,iGE,iGTa,February 2022,0.0,2022-02-01,FEB,22.23
Open,iGV,iGV,February 2022,2.0,2022-02-01,FEB,22.23
Open,iGTa,iGTa,February 2022,7.0,2022-02-01,FEB,22.23
Open,iGTe,iGTe,February 2022,0.0,2022-02-01,FEB,22.23
Total,Total,Total,February 2022,366.0,2022-02-01,FEB,22.23
Total,Total,Total,February 2022,116.0,2022-02-01,FEB,22.23
Accepted,Total,Total,February 2022,80.0,2022-02-01,FEB,22.23
Total,Total,Total,February 2022,21.0,2022-02-01,FEB,22.23
Total,Total,Total,February 2022,59.0,2022-02-01,FEB,22.23
Realized,Total,Total,February 2022,0.0,2022-02-01,FEB,22.23
Total,Total,Total,February 2022,35.0,2022-02-01,FEB,22.23
Total,Total,Total,February 2022,13.0,2022-02-01,FEB,22.23
Realized,Old iGT,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Realized,Old iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Realized,iGTa,iGTa,March 2022,3.0,2022-03-01,MAR,22.23
Realized,iGV,iGV,March 2022,21.0,2022-03-01,MAR,22.23
Realized,iGTe,iGTe,March 2022,0.0,2022-03-01,MAR,22.23
Realized,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Approved,Old iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Finished,iGTa,iGTa,March 2022,2.0,2022-03-01,MAR,22.23
Finished,iGV,iGV,March 2022,50.0,2022-03-01,MAR,22.23
Finished,iGTe,iGTe,March 2022,0.0,2022-03-01,MAR,22.23
Realized,oGTe,oGTe,March 2022,3.0,2022-03-01,MAR,22.23
Realized,oGTa,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Realized,oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Realized,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Realized,Old oGT,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Realized,Old oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Approved,Old oGT,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Approved,Old oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Approved,oGV,oGV,March 2022,2.0,2022-03-01,MAR,22.23
Approved,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Completed,Old iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Applied,Old oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Completed,iGTa,iGTa,March 2022,1.0,2022-03-01,MAR,22.23
Completed,iGTe,iGTe,March 2022,0.0,2022-03-01,MAR,22.23
Completed,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Approved,oGTe,oGTe,March 2022,1.0,2022-03-01,MAR,22.23
Completed,iGV,iGV,March 2022,12.0,2022-03-01,MAR,22.23
Completed,oGV,oGV,March 2022,1.0,2022-03-01,MAR,22.23
Approved,oGTa,oGTa,March 2022,1.0,2022-03-01,MAR,22.23
Completed,oGTa,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Completed,oGTe,oGTe,March 2022,0.0,2022-03-01,MAR,22.23
Completed,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Completed,Old iGT,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Completed,Old oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Completed,Old oGT,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Finished,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Applied,iGTa,iGTa,March 2022,141.0,2022-03-01,MAR,22.23
Applied,iGTe,iGTe,March 2022,11.0,2022-03-01,MAR,22.23
Finished,Old iGT,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Finished,Old iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Approved,Old iGT,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Applied,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Approved,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Applied,iGV,iGV,March 2022,496.0,2022-03-01,MAR,22.23
Approved,iGV,iGV,March 2022,28.0,2022-03-01,MAR,22.23
Applied,Old iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Approved,iGTe,iGTe,March 2022,0.0,2022-03-01,MAR,22.23
Applied,Old iGT,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Approved,iGTa,iGTa,March 2022,1.0,2022-03-01,MAR,22.23
Remote Realized,oGTe,oGTe,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,oGTa,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,iGTe,iGTe,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,Old oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,iGTa,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Finished,oGTe,oGTe,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,Old oGT,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Finished,oGTa,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Finished,oGV,oGV,March 2022,2.0,2022-03-01,MAR,22.23
Remote Realized,oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Finished,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,Old iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Applied,Old oGT,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Finished,Old oGT,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Finished,Old oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Applied,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Remote Realized,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Applied,oGV,oGV,March 2022,16.0,2022-03-01,MAR,22.23
Applied,oGTa,oGTa,March 2022,53.0,2022-03-01,MAR,22.23
Remote Realized,Old iGT,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Applied,oGTe,oGTe,March 2022,14.0,2022-03-01,MAR,22.23
Open,oGV,oGV,March 2022,0.0,2022-03-01,MAR,22.23
Open,oGT Old,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Open,oGE,oGTa,March 2022,0.0,2022-03-01,MAR,22.23
Open,oGV,oGV,March 2022,142.0,2022-03-01,MAR,22.23
Open,oGTa,oGTa,March 2022,93.0,2022-03-01,MAR,22.23
Open,oGTe,oGTe,March 2022,27.0,2022-03-01,MAR,22.23
Open,iGV,iGV,March 2022,0.0,2022-03-01,MAR,22.23
Open,iGT Old,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Open,iGE,iGTa,March 2022,0.0,2022-03-01,MAR,22.23
Open,iGV,iGV,March 2022,2.0,2022-03-01,MAR,22.23
Open,iGTa,iGTa,March 2022,2.0,2022-03-01,MAR,22.23
Open,iGTe,iGTe,March 2022,0.0,2022-03-01,MAR,22.23
Total,Total,Total,March 2022,731.0,2022-03-01,MAR,22.23
Total,Total,Total,March 2022,272.0,2022-03-01,MAR,22.23
Accepted,Total,Total,March 2022,166.0,2022-03-01,MAR,22.23
Total,Total,Total,March 2022,33.0,2022-03-01,MAR,22.23
Total,Total,Total,March 2022,27.0,2022-03-01,MAR,22.23
Realized,Total,Total,March 2022,0.0,2022-03-01,MAR,22.23
Total,Total,Total,March 2022,54.0,2022-03-01,MAR,22.23
Total,Total,Total,March 2022,14.0,2022-03-01,MAR,22.23
Realized,Old iGT,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Realized,Old iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Realized,iGTa,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Realized,iGV,iGV,April 2022,20.0,2022-04-01,APR,22.23
Realized,iGTe,iGTe,April 2022,0.0,2022-04-01,APR,22.23
Realized,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Approved,Old iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Finished,iGTa,iGTa,April 2022,1.0,2022-04-01,APR,22.23
Finished,iGV,iGV,April 2022,26.0,2022-04-01,APR,22.23
Finished,iGTe,iGTe,April 2022,0.0,2022-04-01,APR,22.23
Realized,oGTe,oGTe,April 2022,0.0,2022-04-01,APR,22.23
Realized,oGTa,oGTa,April 2022,1.0,2022-04-01,APR,22.23
Realized,oGV,oGV,April 2022,2.0,2022-04-01,APR,22.23
Realized,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Realized,Old oGT,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Realized,Old oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Approved,Old oGT,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Approved,Old oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Approved,oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Approved,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Completed,Old iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Applied,Old oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Completed,iGTa,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Completed,iGTe,iGTe,April 2022,0.0,2022-04-01,APR,22.23
Completed,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Approved,oGTe,oGTe,April 2022,1.0,2022-04-01,APR,22.23
Completed,iGV,iGV,April 2022,7.0,2022-04-01,APR,22.23
Completed,oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Approved,oGTa,oGTa,April 2022,2.0,2022-04-01,APR,22.23
Completed,oGTa,oGTa,April 2022,1.0,2022-04-01,APR,22.23
Completed,oGTe,oGTe,April 2022,1.0,2022-04-01,APR,22.23
Completed,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Completed,Old iGT,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Completed,Old oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Completed,Old oGT,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Finished,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Applied,iGTa,iGTa,April 2022,94.0,2022-04-01,APR,22.23
Applied,iGTe,iGTe,April 2022,2.0,2022-04-01,APR,22.23
Finished,Old iGT,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Finished,Old iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Approved,Old iGT,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Applied,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Approved,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Applied,iGV,iGV,April 2022,402.0,2022-04-01,APR,22.23
Approved,iGV,iGV,April 2022,27.0,2022-04-01,APR,22.23
Applied,Old iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Approved,iGTe,iGTe,April 2022,0.0,2022-04-01,APR,22.23
Applied,Old iGT,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Approved,iGTa,iGTa,April 2022,2.0,2022-04-01,APR,22.23
Remote Realized,oGTe,oGTe,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,oGTa,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,iGTe,iGTe,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,Old oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,iGTa,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Finished,oGTe,oGTe,April 2022,1.0,2022-04-01,APR,22.23
Remote Realized,Old oGT,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Finished,oGTa,oGTa,April 2022,1.0,2022-04-01,APR,22.23
Remote Realized,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Finished,oGV,oGV,April 2022,1.0,2022-04-01,APR,22.23
Remote Realized,oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Finished,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,Old iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Applied,Old oGT,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Finished,Old oGT,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Finished,Old oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Applied,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Remote Realized,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Applied,oGV,oGV,April 2022,10.0,2022-04-01,APR,22.23
Applied,oGTa,oGTa,April 2022,50.0,2022-04-01,APR,22.23
Remote Realized,Old iGT,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Applied,oGTe,oGTe,April 2022,14.0,2022-04-01,APR,22.23
Open,oGV,oGV,April 2022,0.0,2022-04-01,APR,22.23
Open,oGT Old,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Open,oGE,oGTa,April 2022,0.0,2022-04-01,APR,22.23
Open,oGV,oGV,April 2022,135.0,2022-04-01,APR,22.23
Open,oGTa,oGTa,April 2022,76.0,2022-04-01,APR,22.23
Open,oGTe,oGTe,April 2022,19.0,2022-04-01,APR,22.23
Open,iGV,iGV,April 2022,0.0,2022-04-01,APR,22.23
Open,iGT Old,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Open,iGE,iGTa,April 2022,0.0,2022-04-01,APR,22.23
Open,iGV,iGV,April 2022,3.0,2022-04-01,APR,22.23
Open,iGTa,iGTa,April 2022,3.0,2022-04-01,APR,22.23
Open,iGTe,iGTe,April 2022,0.0,2022-04-01,APR,22.23
Total,Total,Total,April 2022,572.0,2022-04-01,APR,22.23
Total,Total,Total,April 2022,183.0,2022-04-01,APR,22.23
Accepted,Total,Total,April 2022,97.0,2022-04-01,APR,22.23
Total,Total,Total,April 2022,32.0,2022-04-01,APR,22.23
Total,Total,Total,April 2022,23.0,2022-04-01,APR,22.23
Realized,Total,Total,April 2022,0.0,2022-04-01,APR,22.23
